"Name","Address","City","Cuisine","PriceRange","Rating","ReviewCount","Phone","Source","Region"
"Chef Creole Seasoned Restaurant (MIA)","N/A","Miami (MIA Airport area), FL","Caribbean Seafood","$$","4.6/5 Google","706","N/A","Web search","MIA Airport Area"
"Old's Havana Cuban Bar & Cocina (MIA Terminal)","N/A","Miami International Airport, FL","Cuban","$$","N/A","N/A","N/A","Web search","MIA Airport Area"
"Corona Beach House (MIA Terminal)","N/A","Miami International Airport, FL","American/Burgers","$$","4.7/5 Google","760","N/A","Web search","MIA Airport Area"
"Good Chef Restaurant","N/A","Sweetwater, FL","Asian (Thai/Korean fusion)","$$","4.8/5 Google","696","N/A","Yelp","Sweetwater"
"SOI Thai Street Food","N/A","Sweetwater, FL","Thai","$$","N/A","N/A","N/A","Yelp","Sweetwater"
"Tacos & Cantina La Potranca","N/A","Sweetwater, FL","Mexican","$$","4.6/5 Google","108","N/A","Yelp","Sweetwater"
"Madrono Restaurant","N/A","Sweetwater, FL","Latin","$$","N/A","N/A","N/A","Yelp","Sweetwater"
"Sahara Grill","N/A","Sweetwater, FL","Middle Eastern","$$","N/A","N/A","N/A","Yelp","Sweetwater"
"Sabor A Colombia","N/A","Sweetwater, FL","Colombian","$$","N/A","N/A","N/A","Yelp","Sweetwater"
"Sufrat Mediterranean Grill (Sweetwater)","N/A","Sweetwater, FL","Mediterranean","$$","N/A","N/A","N/A","Yelp","Sweetwater"
"Dulce Tropical Restaurant & Cafe","N/A","North Miami, FL","Latin/Venezuelan","$$-$$$","4.7/5 Google","223","N/A","Tripadvisor","North Miami"
"Little Havana Restaurant (North Miami)","N/A","North Miami, FL","Caribbean/Latin","$$-$$$","4.4/5 Google","499","N/A","Tripadvisor","North Miami"
"Casa Mia Trattoria","N/A","North Miami, FL","Italian/Tuscan","$$-$$$","4.6/5 Google","271","N/A","Tripadvisor","North Miami"
"Flanigan's Seafood Bar & Grill (North Miami)","N/A","North Miami, FL","American/Seafood","$$-$$$","4.1/5 Google","632","N/A","Tripadvisor","North Miami"
"Ricky Thai Bistro","N/A","North Miami, FL","Thai","$$-$$$","4.8/5 Google","335","N/A","Tripadvisor","North Miami"
"Emma & Lorenzo Trattoria","N/A","North Miami, FL","Italian","$$-$$$","4.6/5 Google","173","N/A","Tripadvisor","North Miami"
"Sapori Miami","N/A","North Miami, FL","Italian/Cafe","$$-$$$","4.3/5 Google","327","N/A","Tripadvisor","North Miami"
"Three Palms Cuban Cafe","N/A","North Miami, FL","Cuban/Latin","$","4.1/5 Google","374","N/A","Tripadvisor","North Miami"
"Captain Jim's Seafood Market & Restaurant","N/A","North Miami, FL","Seafood/American","$$-$$$","4.4/5 Google","317","N/A","Tripadvisor","North Miami"
"Ristorante Portovino","N/A","North Miami, FL","Italian","$$-$$$","4.4/5 Google","103","N/A","Tripadvisor","North Miami"
"Lo de Lea Argentinian Grill","N/A","North Miami, FL","Argentinean/Latin","$$-$$$","4.8/5 Google","449","N/A","Tripadvisor","North Miami"
"Arigatai","N/A","North Miami, FL","Japanese/Seafood","$$-$$$","4.8/5 Google","612","N/A","Tripadvisor","North Miami"
"Mimmos Mozzarella","N/A","North Miami, FL","Italian/Cafe","$$-$$$","4.9/5 Google","198","N/A","Tripadvisor","North Miami"
"Edan Bistro","N/A","North Miami, FL","Cafe/Spanish","$$-$$$","4.5/5 Google","349","N/A","Tripadvisor","North Miami"
"Oishi Thai","N/A","North Miami, FL","Thai/Sushi","$$-$$$","4.4/5 Tripadvisor","121 reviews","N/A","Tripadvisor","North Miami"
"Piccolo Pizza & More","N/A","North Miami, FL","Italian/Pizza","$","4.6/5 Google","148","N/A","Tripadvisor","North Miami"
"Alexander Greek Taverna","N/A","North Miami, FL","Greek/Mediterranean","$$-$$$","3.9/5 Google","147","N/A","Tripadvisor","North Miami"
"Perl","N/A","North Miami, FL","Mediterranean/Japanese Fusion","$$$","4.6/5 Google","361","N/A","WebSearch","North Miami"
"Mutra","2188 NE 123rd St","North Miami, FL","Israeli/Middle Eastern (Michelin Star 2026)","$$$$","4.5/5 Google","124","N/A","Michelin Guide/Wikipedia","North Miami"
"Topkapi","14652 Biscayne Blvd","North Miami, FL 33181","Turkish","$$-$$$","N/A","N/A","N/A","The Infatuation","North Miami"
"Farofa Taste Of Brazil","14691 Biscayne Blvd","North Miami, FL 33181","Brazilian","$$-$$$","4.2/5 Google","303","N/A","The Infatuation","North Miami"
"Basilic Vietnamese Grill","14734 Biscayne Blvd","North Miami, FL 33181","Vietnamese","$$-$$$","4.4/5 Google","786 reviews","N/A","Wanderlog/The Infatuation","North Miami"
"Reunion Ktchn Bar (Aventura)","18167 Biscayne Blvd","Aventura, FL 33160","American/Bar","$$-$$$","4.7/5 Google","2,414 reviews","N/A","Wanderlog","Aventura"
"CVI.CHE 105 (Aventura)","19565 Biscayne Blvd #954","Aventura, FL 33180","Peruvian","$$-$$$","5.0/5 Google","3422","N/A","Tripadvisor","Aventura"
"Gala","N/A","Aventura, FL","American/Latin","$$-$$$","4.9/5 Tripadvisor","159 reviews","N/A","Tripadvisor","Aventura"
"The Green Pointe Restaurant","N/A","Aventura, FL","Italian/Steakhouse","$$-$$$","4.8/5 Google","508","N/A","Tripadvisor","Aventura"
"Pollos & Jarras (Aventura)","N/A","Aventura, FL","Peruvian/Latin","$$-$$$","4.9/5 Google","1318","N/A","Tripadvisor","Aventura"
"Bourbon Steak Miami","19999 W Country Club Dr","Aventura, FL 33180","Steakhouse/Seafood","$$$$","4.4/5 Google","1,149 reviews","N/A","Wanderlog","Aventura"
"Sicilian Oven (Aventura)","N/A","Aventura, FL","Pizza/Italian","$$-$$$","4.2/5 Google","411","N/A","Tripadvisor","Aventura"
"Divieto Ristorante (Aventura)","19575 Biscayne Blvd Suite 375","Aventura, FL 33180","Italian","$$-$$$","4.7/5 Google","2,752 reviews","N/A","Wanderlog","Aventura"
"PANI","N/A","Aventura, FL","Argentinean/South American","$$-$$$","4.7/5 Tripadvisor","135 reviews","N/A","Tripadvisor","Aventura"
"CORSAIR kitchen & bar","N/A","Aventura, FL","American/Bar","$$-$$$","3.6/5 Google","298","N/A","Tripadvisor","Aventura"
"Blind Tiger Experience","N/A","Aventura, FL","Japanese/Sushi","$$-$$$","4.7/5 Google","399","N/A","Tripadvisor","Aventura"
"Bella Luna","N/A","Aventura, FL","Contemporary/Italian","$$-$$$","4.0/5 Tripadvisor","826 reviews","N/A","Tripadvisor","Aventura"
"Soho Asian Bar & Grill","N/A","Aventura, FL","Asian","$$-$$$","4.6/5 Google","714","N/A","Tripadvisor","Aventura"
"Novecento (Aventura)","N/A","Aventura, FL","Italian/Steakhouse","$$-$$$","4.6/5 Google","878","N/A","Tripadvisor","Aventura"
"La Boulangerie Boul'Mich (Aventura)","N/A","Aventura, FL","French/Latin","$$-$$$","4.8/5 Google","729","N/A","Tripadvisor","Aventura"
"Serafina Miami","N/A","Aventura, FL","Italian/Pizza","$$-$$$","4.2/5 Google","667","N/A","Tripadvisor","Aventura"
"Casa D'Angelo Ristorante (Aventura)","2906 NE 207th St","Aventura, FL 33180","Italian","$$$$","4.4/5 Google","725 reviews","N/A","Wanderlog","Aventura"
"Motek Aventura","19565 Biscayne Blvd #946","Aventura, FL 33180","Mediterranean/Middle Eastern","$$$$","4.7/5 Google","5,334 reviews","N/A","Wanderlog","Aventura"
"Pubbelly Sushi (Aventura)","19565 Biscayne Blvd Ste 936","Aventura, FL 33180","Sushi/Asian Fusion","$$-$$$","4.6/5 Google","2,637 reviews","N/A","Wanderlog","Aventura"
"Bulla Gastrobar Aventura","N/A","Aventura, FL","Spanish/Gastropub","$$-$$$","4.7/5 Tripadvisor","9 reviews","N/A","Tripadvisor","Aventura"
"Padrino's Cuban Restaurant (Aventura)","N/A","Aventura, FL","Cuban","$$-$$$","4.4/5 Tripadvisor","965 reviews","N/A","Tripadvisor","Aventura"
"Paquito's Mexican Restaurant","N/A","Aventura, FL","Mexican/Latin","$$-$$$","4.0/5 Tripadvisor","203 reviews","N/A","Tripadvisor","Aventura"
"Avila Bistro","N/A","Aventura, FL","Venezuelan/Latin","$","4.6/5 Google","257","N/A","Tripadvisor","Aventura"
"bartaco (Aventura)","2906 NE 207th St Ste 104","Aventura, FL 33180","Mexican","$$-$$$","4.6/5 Google","1,827 reviews","N/A","Wanderlog","Aventura"
"Toku Miami","19575 Biscayne Blvd Suite 1109","Aventura, FL 33180","Asian Fusion","$$-$$$","4.2/5 Google","569 reviews","N/A","Wanderlog","Aventura"
"Barrio Latino Restaurant","20475 Biscayne Blvd G13","Aventura, FL 33180","Latin American","$$-$$$","4.4/5 Google","1,919 reviews","N/A","Wanderlog","Aventura"
"Tap 42 Craft Kitchen & Bar (Aventura)","19565 Biscayne Blvd Suite #1960","Aventura, FL 33180","American/Bar & Grill","$$-$$$","4.2/5 Google","2,581 reviews","N/A","Wanderlog","Aventura"
"Jarana Aventura","19505 Biscayne Blvd Ste 5150","Aventura, FL 33180","Peruvian","$$-$$$","4.5/5 Google","767 reviews","N/A","Wanderlog","Aventura"
"Jrk!","19565 Biscayne Blvd","Aventura, FL 33180","Jamaican/Caribbean","$$-$$$","4.6/5 Google","761 reviews","N/A","Wanderlog","Aventura"
"JOEY Aventura","19505 Biscayne Blvd Suite 1150","Aventura, FL 33180","Contemporary Casual/American","$$-$$$","N/A","N/A","N/A","WebSearch/JOEY Restaurants","Aventura"
"La Cabrera (Aventura)","N/A","Aventura, FL","Argentine Steakhouse","$$$","N/A","N/A","N/A","WebSearch","Aventura"
"Old Lisbon (Aventura)","N/A","Aventura, FL","Portuguese","$$-$$$","4.8/5 Google","140","N/A","WebSearch","Aventura"
"Le Vida","N/A","Aventura, FL","N/A","N/A","N/A","N/A","N/A","WebSearch","Aventura"
"Rick's Steakhouse & Lounge","N/A","Aventura, FL","Steakhouse","$$$","N/A","N/A","N/A","WebSearch","Aventura"
"Gaby by Call Me Gaby (Aventura)","N/A","Aventura, FL","N/A","N/A","4.1/5 Google","205","N/A","WebSearch","Aventura"
"BALEENkitchen (Aventura)","N/A","Aventura, FL","Contemporary (Michelin listed)","$$$","N/A","N/A","N/A","Michelin Guide","Aventura"
"Padrino's Cuban Restaurant (Hallandale)","2500 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Cuban","$$-$$$","4.5/5 Google","3,617 reviews","N/A","Wanderlog","Hallandale Beach"
"Flanigan's Seafood Bar and Grill (Hallandale)","4 N Federal Hwy","Hallandale Beach, FL 33009","American/Seafood","$$-$$$","4.4/5 Google","7,719 reviews","N/A","Wanderlog","Hallandale Beach"
"Argo Restaurant","N/A","Hallandale Beach, FL","Grill/Eastern European","$$-$$$","4.2/5 Google","528","N/A","Tripadvisor","Hallandale Beach"
"Juniper On The Water (Hallandale)","N/A","Hallandale Beach, FL","Seafood/Mediterranean","$$-$$$","4.1/5 Tripadvisor","444 reviews","N/A","Tripadvisor","Hallandale Beach"
"Yard House (Hallandale)","N/A","Hallandale Beach, FL","American/Bar","$$-$$$","4.3/5 Google","515","N/A","Tripadvisor","Hallandale Beach"
"Mia Oceanfront","N/A","Hallandale Beach, FL","Japanese/Seafood","$$$$","4.4/5 Google","493","N/A","Tripadvisor","Hallandale Beach"
"Piola Hallandale","1703 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Italian/Pizza","$$-$$$","4.5/5 Google","3,779 reviews","N/A","Wanderlog","Hallandale Beach"
"7 Spices Mediterranean Restaurant & Cafe","N/A","Hallandale Beach, FL","Middle Eastern","$$-$$$","5.0/5 Tripadvisor","3 reviews","N/A","Tripadvisor","Hallandale Beach"
"IL Mercato Cafe & Wine Bar","1454 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Italian/Mediterranean","$$-$$$","4.3/5 Google","230 reviews","N/A","Wanderlog","Hallandale Beach"
"Texas de Brazil (Hallandale)","N/A","Hallandale Beach, FL","Steakhouse/Brazilian","$$$$","4.0/5 Google","786","N/A","Tripadvisor","Hallandale Beach"
"Doggi's Arepa Bar","801 N Federal Hwy","Hallandale Beach, FL 33009","Venezuelan","$$-$$$","4.8/5 Google","8,862 reviews","N/A","Wanderlog","Hallandale Beach"
"ETARU Restaurant","111 S Surf Rd","Hallandale Beach, FL 33009","Japanese/Sushi","$$-$$$","4.0/5 Google","1,533 reviews","N/A","Wanderlog","Hallandale Beach"
"Tatiana Club & Restaurant","N/A","Hallandale Beach, FL","International/European","$$$$","3.5/5 Tripadvisor","170 reviews","N/A","Tripadvisor","Hallandale Beach"
"Icebox Cafe (Hallandale)","N/A","Hallandale Beach, FL","American","$$-$$$","4.5/5 Tripadvisor","65 reviews","N/A","Tripadvisor","Hallandale Beach"
"Pastinos Pastas&vinos","N/A","Hallandale Beach, FL","Italian/Mediterranean","$$-$$$","4.9/5 Google","352","N/A","Tripadvisor","Hallandale Beach"
"Eddie Hill's Restaurant","N/A","Hallandale Beach, FL","Japanese/American","$$-$$$","4.1/5 Google","328","N/A","Tripadvisor","Hallandale Beach"
"El Tayta Peruvian Restaurant","1721 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Peruvian","$$-$$$","4.3/5 Google","1,774 reviews","N/A","Wanderlog","Hallandale Beach"
"El Tamarindo Coal Fired Pizza","712 Atlantic Shores Blvd","Hallandale Beach, FL 33009","Italian/Pizza","$$-$$$","4.4/5 Google","1,069 reviews","N/A","Wanderlog","Hallandale Beach"
"See Thai And Japanese Cuisine","1111 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Thai/Japanese","$$-$$$","4.5/5 Google","706 reviews","N/A","Wanderlog","Hallandale Beach"
"Chapultepec Mexican Bar & Restaurant","23 NW 2nd Ave","Hallandale Beach, FL 33009","Mexican","$$-$$$","4.0/5 Google","2,226 reviews","N/A","Wanderlog","Hallandale Beach"
"Marash Turkish Cuisine","710 W Hallandale Beach Blvd Ste 105","Hallandale Beach, FL 33009","Turkish/Mediterranean","$$-$$$","4.8/5 Google","2,836 reviews","N/A","Wanderlog","Hallandale Beach"
"Upper Deck Ale and Sports Grille","906 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","American/Sports Bar","$$-$$$","4.5/5 Google","6,347 reviews","N/A","Wanderlog","Hallandale Beach"
"Matteo's of Hallandale","1825 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Italian","$$-$$$","3.9/5 Google","986 reviews","N/A","Wanderlog","Hallandale Beach"
"Las Vegas Cuban Cuisine (Hallandale)","1727 E Hallandale Beach Blvd","Hallandale Beach, FL 33009","Cuban/Caribbean","$$-$$$","4.5/5 Google","1,703 reviews","N/A","Wanderlog","Hallandale Beach"
"Dr. Limon Ceviche Bar","801 N Federal Hwy #107","Hallandale Beach, FL 33009","Peruvian","$$-$$$","4.6/5 Google","1,708 reviews","N/A","Wanderlog","Hallandale Beach"
"Urban Thai & Sushi","N/A","Hallandale Beach, FL","Thai/Sushi","$$-$$$","4.7/5 Google","1,300 reviews","N/A","Wanderlog","Hallandale Beach"
"Patrizia's Waterfront","1975 S Ocean Dr","Hallandale Beach, FL 33009","Italian","$$$","5.0/5 Tripadvisor","16 reviews Yelp","954-613-8090","Tripadvisor/Yelp/OpenTable","Hallandale Beach"
"Terrazas at Lyfe","N/A","Hallandale Beach, FL","Italian/South American Rooftop","$$$","N/A","N/A","N/A","WebSearch","Hallandale Beach"
"The Mermaid Queen","N/A","Hallandale Beach, FL","N/A","N/A","N/A","N/A","N/A","WebSearch","Hallandale Beach"
"Acqua Bistro","N/A","Hallandale Beach, FL","N/A","N/A","N/A","N/A","N/A","WebSearch","Hallandale Beach"
"Cafe Landwer","N/A","Hallandale Beach, FL","Israeli/Mediterranean Cafe","$$","N/A","N/A","N/A","WebSearch","Hallandale Beach"
"Latitudes Restaurant","N/A","Hollywood, FL","American/Bar","$$-$$$","4.2/5 Tripadvisor","687 reviews","N/A","Tripadvisor","Hollywood"
"Diplomat Prime Steak & Seafood","3555 S Ocean Dr","Hollywood, FL 33019","Steakhouse/Seafood","$$$$","4.5/5 Google","466 reviews","N/A","Wanderlog","Hollywood"
"GG's Waterfront","606 N Ocean Dr","Hollywood, FL 33019","American/Seafood/Steakhouse","$$$$","4.4/5 Google","6,137 reviews","N/A","Wanderlog","Hollywood"
"Taco Beach Shack","334 Arizona St","Hollywood, FL 33019","Mexican","$","4.7/5 Google","13,684 reviews","N/A","Wanderlog","Hollywood"
"Billy's Stone Crab","400 N Ocean Dr","Hollywood, FL 33019","Seafood/Fine Dining","$$$$","4.5/5 Google","4,784 reviews","N/A","Wanderlog","Hollywood"
"Playa Beach Bar & Grill","N/A","Hollywood, FL","Mexican/American","$$-$$$","4.6/5 Tripadvisor","154 reviews","N/A","Tripadvisor","Hollywood"
"Señor Frog's Hollywood Beach","N/A","Hollywood, FL","Mexican/Bar","$$-$$$","4.8/5 Google","165","N/A","Tripadvisor","Hollywood"
"Tiki Tiki","N/A","Hollywood, FL","American/Bar","$$-$$$","4.5/5 Google","572","N/A","Tripadvisor","Hollywood"
"Nick's Bar & Grill","N/A","Hollywood, FL","American/Bar","$$-$$$","4.0/5 Tripadvisor","1,228 reviews","N/A","Tripadvisor","Hollywood"
"Margaritaville Restaurant","N/A","Hollywood, FL","American/Caribbean","$$-$$$","3.9/5 Tripadvisor","948 reviews","N/A","Tripadvisor","Hollywood"
"Kuro (Hollywood)","1 Seminole Way","Hollywood, FL 33314","Japanese/Sushi","$$$$","4.5/5 Google","1,488 reviews","N/A","Wanderlog","Hollywood"
"JWB Prime Steak and Seafood","1111 N Ocean Dr","Hollywood, FL 33019","Fine Dining/Steakhouse/Seafood","$$$$","4.4/5 Google","659 reviews","N/A","Wanderlog","Hollywood"
"LandShark Bar & Grill","1111 N Ocean Dr","Hollywood, FL 33019","Seafood/Bar & Grill","$$-$$$","4.2/5 Google","1,861 reviews","N/A","Wanderlog","Hollywood"
"Moonlite Diner","N/A","Hollywood, FL","American/Diner","$","4.1/5 Tripadvisor","605 reviews","N/A","Tripadvisor","Hollywood"
"C.L.A.S.S. Soiree Steakhouse","N/A","Hollywood, FL","Steakhouse","$$$$","4.7/5 Google","479","N/A","Tripadvisor","Hollywood"
"Le Tub","1100 N Ocean Dr","Hollywood, FL 33019","American/Bar/Seafood","$$-$$$","4.2/5 Google","5,604 reviews","N/A","Wanderlog","Hollywood"
"Taverna Opa (Hollywood)","N/A","Hollywood, FL","Greek/Mediterranean/Seafood","$$-$$$","4.1/5 Google","963","N/A","Tripadvisor","Hollywood"
"Hard Rock Cafe","1 Seminole Way","Hollywood, FL 33314","American","$$-$$$","4.5/5 Google","5,933 reviews","N/A","Wanderlog","Hollywood"
"Las Vegas Cuban Cuisine (Hollywood)","N/A","Hollywood, FL","Cuban/Caribbean","$$-$$$","4.8/5 Google","474","N/A","Tripadvisor","Hollywood"
"The Tipsy Boar","1906 Harrison St","Hollywood, FL 33020","Gastropub","$$-$$$","4.5/5 Google","2,272 reviews","N/A","Wanderlog","Hollywood"
"Krakatoa Indonesian Cuisine","1910B Hollywood Blvd","Hollywood, FL 33020","Indonesian","$$-$$$","4.8/5 Google","965 reviews","N/A","Wanderlog","Hollywood"
"Villa Romana (Hollywood)","1909 Hollywood Blvd","Hollywood, FL 33020","Italian/Romanian","$$-$$$","4.7/5 Google","1,227 reviews","N/A","Wanderlog","Hollywood"
"Jack's Hollywood Diner","1031 N Federal Hwy","Hollywood, FL 33020","American Diner","$","4.4/5 Google","3,419 reviews","N/A","Wanderlog","Hollywood"
"Florio's of Little Italy","N/A","Hollywood, FL","Italian/Pizza","$$-$$$","4.2/5 Google","2,757 reviews","N/A","Wanderlog","Hollywood"
"Thanks To Harrison","N/A","Hollywood, FL","Italian/French (Michelin listed)","$$-$$$","4.8/5 Google","355","N/A","Tripadvisor/Michelin Guide","Hollywood"
"Taft Street Cafe","N/A","Hollywood, FL","American/Cafe","$","4.6/5 Google","209","N/A","Tripadvisor","Hollywood"
"The Taco Joint","N/A","Hollywood, FL","Mexican/Southwestern","$$-$$$","4.1/5 Google","473","N/A","Tripadvisor","Hollywood"
"Ovivi's Restaurant","N/A","Hollywood, FL","Bar/Pub","$$$$","4.8/5 Google","257","N/A","Tripadvisor","Hollywood"
"Kussifay Argentine Pizza & Grill","N/A","Hollywood, FL","Argentine/Steakhouse","$$-$$$","4.5/5 Google","339","N/A","Tripadvisor","Hollywood"
"Viva Brazil","N/A","Hollywood, FL","Brazilian/Latin","$$-$$$","4.1/5 Google","202","N/A","Tripadvisor","Hollywood"
"Le Comptoir","N/A","Hollywood, FL","French/Seafood","$$-$$$","4.6/5 Tripadvisor","124 reviews","N/A","Tripadvisor","Hollywood"
"Mimi's Ravioli","5714 Johnson St","Hollywood, FL","Italian","$$-$$$","4.9/5 Tripadvisor","29 reviews","N/A","Tripadvisor/Infatuation","Hollywood"
"GO Bistro","N/A","Hollywood, FL","Japanese/Sushi","$$-$$$","4.5/5 Google","590","N/A","Tripadvisor","Hollywood"
"Gioia Eat","N/A","Hollywood, FL","Italian/Pizza","$$-$$$","4.5/5 Tripadvisor","49 reviews","N/A","Tripadvisor","Hollywood"
"Sajna Indian Cuisine","N/A","Hollywood, FL","Indian","$$-$$$","4.7/5 Google","489","N/A","Tripadvisor","Hollywood"
"Istanbul Restaurant","N/A","Hollywood, FL","Turkish/Mediterranean","$$-$$$","3.9/5 Tripadvisor","168 reviews","N/A","Tripadvisor","Hollywood"
"Pupusatime","5958 Johnson St","Hollywood, FL","Salvadoran","$$","4.7/5 Google","170","N/A","The Infatuation","Hollywood"
"Bok Bok Baby Buriram","2051 Hollywood Blvd","Hollywood, FL","Thai","$$","N/A","N/A","N/A","The Infatuation","Hollywood"
"El Meneo Restaurant & Lounge","5701 Johnson St","Hollywood, FL","Guatemalan","$$","N/A","N/A","N/A","The Infatuation","Hollywood"
"Ceviche Dozo","5715A Hollywood Blvd","Hollywood, FL","Japanese/Nikkei/Peruvian","$$","4.6/5 Google","159","N/A","The Infatuation","Hollywood"
"Don Rodone","N/A","Hollywood, FL","Peruvian","$$","3.9/5 Google","268","N/A","The Infatuation","Hollywood"
"Sardelli's Italian Steakhouse","331 Van Buren St","Hollywood, FL 33019","Italian Steakhouse","$$$$","4.2/5 Google","332","N/A","Yelp/OpenTable","Hollywood"
"Carmela's Italian Ristorante","1910 Harrison St","Hollywood, FL 33020","Italian","$$$","4.3/5 Google","193","N/A","Miami New Times","Hollywood"
"Heritage (Hollywood)","N/A","Hollywood, FL","Fine Dining (Michelin listed)","$$$$","4.7/5 Google","375","N/A","Michelin Guide","Hollywood"
"Tommy Bahama Marlin Bar & Store","150 N Pointe Dr","Dania Beach, FL 33004","American/Bar","$$-$$$","4.8/5 Google","581","N/A","Tripadvisor","Dania Beach"
"Cucina Dania Beach","N/A","Dania Beach, FL","Italian/Pizza","$$-$$$","4.7/5 Google","682","N/A","Tripadvisor","Dania Beach"
