Name,Latitude,Longitude,Address,City,Region,Cuisine,Price,Rating,Reviews
Paquito's Mexican Restaurant,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Mexican/Latin,$$-$$$,4.0/5 Tripadvisor,203 reviews
Avila Bistro,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Venezuelan/Latin,$,4.6/5 Google,257
bartaco (Aventura),25.967055,-80.142985,2906 NE 207th St Ste 104,"Aventura, FL 33180",Aventura,Mexican,$$-$$$,4.6/5 Google,"1,827 reviews"
Toku Miami,25.957349,-80.143371,19575 Biscayne Blvd Suite 1109,"Aventura, FL 33180",Aventura,Asian Fusion,$$-$$$,4.2/5 Google,569 reviews
Barrio Latino Restaurant,25.965159,-80.143602,20475 Biscayne Blvd G13,"Aventura, FL 33180",Aventura,Latin American,$$-$$$,4.4/5 Google,"1,919 reviews"
Tap 42 Craft Kitchen & Bar (Aventura),25.958125,-80.142385,19565 Biscayne Blvd Suite #1960,"Aventura, FL 33180",Aventura,American/Bar & Grill,$$-$$$,4.2/5 Google,"2,581 reviews"
Jarana Aventura,25.955415,-80.143187,19505 Biscayne Blvd Ste 5150,"Aventura, FL 33180",Aventura,Peruvian,$$-$$$,4.5/5 Google,767 reviews
Jrk!,25.958125,-80.142385,19565 Biscayne Blvd,"Aventura, FL 33180",Aventura,Jamaican/Caribbean,$$-$$$,4.6/5 Google,761 reviews
JOEY Aventura,25.955415,-80.143187,19505 Biscayne Blvd Suite 1150,"Aventura, FL 33180",Aventura,Contemporary Casual/American,$$-$$$,N/A,N/A
La Cabrera (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Argentine Steakhouse,$$$,N/A,N/A
Old Lisbon (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Portuguese,$$-$$$,4.8/5 Google,140
Le Vida,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,N/A,N/A,N/A,N/A
Rick's Steakhouse & Lounge,26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Steakhouse,$$$,N/A,N/A
Gaby by Call Me Gaby (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,N/A,N/A,4.1/5 Google,205
BALEENkitchen (Aventura),26.031846,-80.165681,N/A,"Aventura, FL",Aventura,Contemporary (Michelin listed),$$$,N/A,N/A
Padrino's Cuban Restaurant (Hallandale),25.985641,-80.124862,2500 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Cuban,$$-$$$,4.5/5 Google,"3,617 reviews"
Flanigan's Seafood Bar and Grill (Hallandale),25.986092,-80.142035,4 N Federal Hwy,"Hallandale Beach, FL 33009",Hallandale Beach,American/Seafood,$$-$$$,4.4/5 Google,"7,719 reviews"
Argo Restaurant,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Grill/Eastern European,$$-$$$,4.2/5 Google,528
Juniper On The Water (Hallandale),26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Seafood/Mediterranean,$$-$$$,4.1/5 Tripadvisor,444 reviews
Yard House (Hallandale),26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,American/Bar,$$-$$$,4.3/5 Google,515
Mia Oceanfront,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Japanese/Seafood,$$$$,4.4/5 Google,493
Piola Hallandale,25.98697,-80.131436,1703 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Italian/Pizza,$$-$$$,4.5/5 Google,"3,779 reviews"
7 Spices Mediterranean Restaurant & Cafe,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Middle Eastern,$$-$$$,5.0/5 Tripadvisor,3 reviews
IL Mercato Cafe & Wine Bar,25.9857,-80.13353,1454 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Italian/Mediterranean,$$-$$$,4.3/5 Google,230 reviews
Texas de Brazil (Hallandale),26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Steakhouse/Brazilian,$$$$,4.0/5 Google,786
Doggi's Arepa Bar,25.994557,-80.143117,801 N Federal Hwy,"Hallandale Beach, FL 33009",Hallandale Beach,Venezuelan,$$-$$$,4.8/5 Google,"8,862 reviews"
ETARU Restaurant,25.986628,-80.11788,111 S Surf Rd,"Hallandale Beach, FL 33009",Hallandale Beach,Japanese/Sushi,$$-$$$,4.0/5 Google,"1,533 reviews"
Tatiana Club & Restaurant,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,International/European,$$$$,3.5/5 Tripadvisor,170 reviews
Icebox Cafe (Hallandale),26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,American,$$-$$$,4.5/5 Tripadvisor,65 reviews
Pastinos Pastas&vinos,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Italian/Mediterranean,$$-$$$,4.9/5 Google,352
Eddie Hill's Restaurant,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Japanese/American,$$-$$$,4.1/5 Google,328
El Tayta Peruvian Restaurant,25.98606,-80.129952,1721 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Peruvian,$$-$$$,4.3/5 Google,"1,774 reviews"
El Tamarindo Coal Fired Pizza,25.994848,-80.141329,712 Atlantic Shores Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Italian/Pizza,$$-$$$,4.4/5 Google,"1,069 reviews"
See Thai And Japanese Cuisine,25.986129,-80.136827,1111 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Thai/Japanese,$$-$$$,4.5/5 Google,706 reviews
Chapultepec Mexican Bar & Restaurant,25.985802,-80.150436,23 NW 2nd Ave,"Hallandale Beach, FL 33009",Hallandale Beach,Mexican,$$-$$$,4.0/5 Google,"2,226 reviews"
Marash Turkish Cuisine,25.985576,-80.156988,710 W Hallandale Beach Blvd Ste 105,"Hallandale Beach, FL 33009",Hallandale Beach,Turkish/Mediterranean,$$-$$$,4.8/5 Google,"2,836 reviews"
Upper Deck Ale and Sports Grille,25.985339,-80.139096,906 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,American/Sports Bar,$$-$$$,4.5/5 Google,"6,347 reviews"
Matteo's of Hallandale,25.986066,-80.13017,1825 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Italian,$$-$$$,3.9/5 Google,986 reviews
Las Vegas Cuban Cuisine (Hallandale),25.986063,-80.129887,1727 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Cuban/Caribbean,$$-$$$,4.5/5 Google,"1,703 reviews"
Dr. Limon Ceviche Bar,25.994557,-80.143117,801 N Federal Hwy #107,"Hallandale Beach, FL 33009",Hallandale Beach,Peruvian,$$-$$$,4.6/5 Google,"1,708 reviews"
Urban Thai & Sushi,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Thai/Sushi,$$-$$$,4.7/5 Google,"1,300 reviews"
Patrizia's Waterfront,25.98188,-80.119995,1975 S Ocean Dr,"Hallandale Beach, FL 33009",Hallandale Beach,Italian,$$$,5.0/5 Tripadvisor,16 reviews Yelp
Terrazas at Lyfe,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Italian/South American Rooftop,$$$,N/A,N/A
The Mermaid Queen,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,N/A,N/A,N/A,N/A
Acqua Bistro,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,N/A,N/A,N/A,N/A
Cafe Landwer,26.031846,-80.165681,N/A,"Hallandale Beach, FL",Hallandale Beach,Israeli/Mediterranean Cafe,$$,N/A,N/A
Latitudes Restaurant,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,American/Bar,$$-$$$,4.2/5 Tripadvisor,687 reviews
Diplomat Prime Steak & Seafood,25.9917,-80.117901,3555 S Ocean Dr,"Hollywood, FL 33019",Hollywood,Steakhouse/Seafood,$$$$,4.5/5 Google,466 reviews
GG's Waterfront,26.016049,-80.117533,606 N Ocean Dr,"Hollywood, FL 33019",Hollywood,American/Seafood/Steakhouse,$$$$,4.4/5 Google,"6,137 reviews"
Taco Beach Shack,26.014115,-80.116829,334 Arizona St,"Hollywood, FL 33019",Hollywood,Mexican,$,4.7/5 Google,"13,684 reviews"
Billy's Stone Crab,26.014477,-80.117649,400 N Ocean Dr,"Hollywood, FL 33019",Hollywood,Seafood/Fine Dining,$$$$,4.5/5 Google,"4,784 reviews"
Playa Beach Bar & Grill,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Mexican/American,$$-$$$,4.6/5 Tripadvisor,154 reviews
Señor Frog's Hollywood Beach,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Mexican/Bar,$$-$$$,4.8/5 Google,165
Tiki Tiki,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,American/Bar,$$-$$$,4.5/5 Google,572
Nick's Bar & Grill,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,American/Bar,$$-$$$,4.0/5 Tripadvisor,"1,228 reviews"
Margaritaville Restaurant,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,American/Caribbean,$$-$$$,3.9/5 Tripadvisor,948 reviews
Kuro (Hollywood),26.052386,-80.212209,1 Seminole Way,"Hollywood, FL 33314",Hollywood,Japanese/Sushi,$$$$,4.5/5 Google,"1,488 reviews"
JWB Prime Steak and Seafood,26.018833,-80.11627,1111 N Ocean Dr,"Hollywood, FL 33019",Hollywood,Fine Dining/Steakhouse/Seafood,$$$$,4.4/5 Google,659 reviews
LandShark Bar & Grill,26.018833,-80.11627,1111 N Ocean Dr,"Hollywood, FL 33019",Hollywood,Seafood/Bar & Grill,$$-$$$,4.2/5 Google,"1,861 reviews"
Moonlite Diner,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,American/Diner,$,4.1/5 Tripadvisor,605 reviews
C.L.A.S.S. Soiree Steakhouse,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Steakhouse,$$$$,4.7/5 Google,479
Le Tub,26.01826,-80.11736,1100 N Ocean Dr,"Hollywood, FL 33019",Hollywood,American/Bar/Seafood,$$-$$$,4.2/5 Google,"5,604 reviews"
Taverna Opa (Hollywood),26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Greek/Mediterranean/Seafood,$$-$$$,4.1/5 Google,963
Hard Rock Cafe,26.052386,-80.212209,1 Seminole Way,"Hollywood, FL 33314",Hollywood,American,$$-$$$,4.5/5 Google,"5,933 reviews"
Las Vegas Cuban Cuisine (Hollywood),26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Cuban/Caribbean,$$-$$$,4.8/5 Google,474
The Tipsy Boar,26.010301,-80.145282,1906 Harrison St,"Hollywood, FL 33020",Hollywood,Gastropub,$$-$$$,4.5/5 Google,"2,272 reviews"
Krakatoa Indonesian Cuisine,26.011345,-80.145484,1910B Hollywood Blvd,"Hollywood, FL 33020",Hollywood,Indonesian,$$-$$$,4.8/5 Google,965 reviews
Villa Romana (Hollywood),26.011656,-80.14542,1909 Hollywood Blvd,"Hollywood, FL 33020",Hollywood,Italian/Romanian,$$-$$$,4.7/5 Google,"1,227 reviews"
Jack's Hollywood Diner,26.020639,-80.143008,1031 N Federal Hwy,"Hollywood, FL 33020",Hollywood,American Diner,$,4.4/5 Google,"3,419 reviews"
Florio's of Little Italy,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Italian/Pizza,$$-$$$,4.2/5 Google,"2,757 reviews"
Thanks To Harrison,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Italian/French (Michelin listed),$$-$$$,4.8/5 Google,355
Taft Street Cafe,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,American/Cafe,$,4.6/5 Google,209
The Taco Joint,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Mexican/Southwestern,$$-$$$,4.1/5 Google,473
Ovivi's Restaurant,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Bar/Pub,$$$$,4.8/5 Google,257
Kussifay Argentine Pizza & Grill,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Argentine/Steakhouse,$$-$$$,4.5/5 Google,339
Viva Brazil,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Brazilian/Latin,$$-$$$,4.1/5 Google,202
Le Comptoir,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,French/Seafood,$$-$$$,4.6/5 Tripadvisor,124 reviews
Mimi's Ravioli,26.017518,-80.202462,5714 Johnson St,"Hollywood, FL",Hollywood,Italian,$$-$$$,4.9/5 Tripadvisor,29 reviews
GO Bistro,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Japanese/Sushi,$$-$$$,4.5/5 Google,590
Gioia Eat,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Italian/Pizza,$$-$$$,4.5/5 Tripadvisor,49 reviews
Sajna Indian Cuisine,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Indian,$$-$$$,4.7/5 Google,489
Istanbul Restaurant,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Turkish/Mediterranean,$$-$$$,3.9/5 Tripadvisor,168 reviews
Pupusatime,26.01755,-80.207468,5958 Johnson St,"Hollywood, FL",Hollywood,Salvadoran,$$,4.7/5 Google,170
Bok Bok Baby Buriram,26.011496,-80.148105,2051 Hollywood Blvd,"Hollywood, FL",Hollywood,Thai,$$,N/A,N/A
El Meneo Restaurant & Lounge,26.018033,-80.202048,5701 Johnson St,"Hollywood, FL",Hollywood,Guatemalan,$$,N/A,N/A
Ceviche Dozo,26.010204,-80.201797,5715A Hollywood Blvd,"Hollywood, FL",Hollywood,Japanese/Nikkei/Peruvian,$$,4.6/5 Google,159
Don Rodone,26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Peruvian,$$,3.9/5 Google,268
Sardelli's Italian Steakhouse,26.010631,-80.1168,331 Van Buren St,"Hollywood, FL 33019",Hollywood,Italian Steakhouse,$$$$,4.2/5 Google,332
Carmela's Italian Ristorante,26.010321,-80.14562,1910 Harrison St,"Hollywood, FL 33020",Hollywood,Italian,$$$,4.3/5 Google,193
Heritage (Hollywood),26.031846,-80.165681,N/A,"Hollywood, FL",Hollywood,Fine Dining (Michelin listed),$$$$,4.7/5 Google,375
Tommy Bahama Marlin Bar & Store,26.053465,-80.159662,150 N Pointe Dr,"Dania Beach, FL 33004",Dania Beach,American/Bar,$$-$$$,4.8/5 Google,581
Cucina Dania Beach,26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,Italian/Pizza,$$-$$$,4.7/5 Google,682
3 Sons Brewing,26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,American/Brew Pub,$$-$$$,4.7/5 Google,356
Firebirds Wood Fired Grill,26.052045,-80.159608,110 N Pointe Dr,"Dania Beach, FL 33004",Dania Beach,American/Steakhouse,$$-$$$,4.4/5 Google,"3,162 reviews"
The Fish Grill,26.05366,-80.143713,75 N Federal Hwy,"Dania Beach, FL 33004",Dania Beach,Seafood/American,$$-$$$,4.4/5 Google,"2,163 reviews"
Little Cuban Cafe Restaurant,26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,Cuban/Latin,$,4.8/5 Tripadvisor,102 reviews
Tarks Of Dania Beach,26.03549,-80.14311,1317 S Federal Hwy,"Dania Beach, FL 33004",Dania Beach,Seafood,$,4.3/5 Google,"3,553 reviews"
Robert's Restaurant,26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,American/Diner,$$-$$$,4.4/5 Google,365
Islamorada Fish Company,26.057797,-80.16379,220 Gulf Stream Way,"Dania Beach, FL 33004",Dania Beach,Seafood,$$-$$$,4.2/5 Google,"3,416 reviews"
Rodizio Grill Brazilian Steakhouse,26.05375,-80.1608,1817 Pointe Blvd Building J,"Dania Beach, FL 33004",Dania Beach,Brazilian Steakhouse,$$-$$$,4.7/5 Google,"6,506 reviews"
Quarterdeck Restaurant + Sports Bar,26.058384,-80.111338,300 N Beach Rd,"Dania Beach, FL 33004",Dania Beach,American/Seafood/Bar,$$-$$$,4.3/5 Google,"5,516 reviews"
Padrino's Cuban Restaurant (Dania Beach),26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,Cuban/Latin,$$-$$$,4.5/5 Google,580
Tuscany Caffe,26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,Italian/Tuscan,$$-$$$,4.5/5 Google,215
Mundi's Italian Restaurant,26.052506,-80.13796,330 E Dania Beach Blvd,"Dania Beach, FL 33004",Dania Beach,Italian,$$-$$$,4.6/5 Google,526 reviews
Sirocco Mediterranean Restaurant & Lounge (Dania),26.054509,-80.159679,170 N Pointe Dr,"Dania Beach, FL 33004",Dania Beach,Lebanese/Mediterranean,$$-$$$,4.9/5 Google,284
Elvis Italian Grille (Dania Beach),26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,Italian,$$-$$$,4.7/5 Google,115
Lucky Fish,26.0523,-80.143667,N/A,"Dania Beach, FL",Dania Beach,Seafood,$$-$$$,4.3/5 Google,200
Houston's (North Miami Beach),25.936262,-80.14855,17355 Biscayne Blvd,"North Miami Beach, FL 33160",North Miami Beach,American/Steakhouse,$$-$$$,4.3/5 Google,"4,191 reviews"
Ginza Japanese Buffet,26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,Japanese/Seafood,$,4.2/5 Google,467
Mizumi Buffet & Sushi,26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,Japanese/Sushi,$$-$$$,4.4/5 Google,537
La Birra Bar (North Miami Beach),26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,American/Brew Pub,$$-$$$,4.9/5 Google,2268
Duffy's Sports Grill (North Miami Beach),26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,American/Bar,$$-$$$,4.6/5 Google,981
Tatore,25.91161,-80.15772,14730 Biscayne Blvd,"North Miami Beach, FL 33181",North Miami Beach,Italian,$$-$$$,4.5/5 Google,"2,483 reviews"
Sea Grill Restaurant,25.931469,-80.13139,3913 NE 163rd St,"North Miami Beach, FL 33160",North Miami Beach,Greek/Seafood,$$$$,4.2/5 Google,484
Lettuce & Tomato,25.933252,-80.152788,17070 W Dixie Hwy,"North Miami Beach, FL 33160",North Miami Beach,Gastropub/Fusion/Sushi,$$-$$$,4.5/5 Google,"1,063 reviews"
Morton's The Steakhouse (North Miami Beach),26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,Steakhouse/Seafood,$$$$,3.9/5 Tripadvisor,325 reviews
Blue Marlin Fish House,26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,American/Seafood,$$-$$$,4.8/5 Tripadvisor,5 reviews
First Watch (North Miami Beach),26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,American/Breakfast,$$-$$$,3.8/5 Tripadvisor,60 reviews
Ceviche Inka Miami,26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,Peruvian,$$-$$$,4.7/5 Google,614
Kabobji,25.926742,-80.139905,3055 NE 163rd St,"North Miami Beach, FL 33160",North Miami Beach,Lebanese/Mediterranean,$$-$$$,4.5/5 Google,"2,306 reviews"
Chef Creole Seasoned Restaurant (NMB),26.031846,-80.165681,N/A,"North Miami Beach, FL",North Miami Beach,Caribbean/Seafood,$,4.4/5 Tripadvisor,16 reviews
PhoMi2Go,25.9326,-80.15387,17010 W Dixie Hwy,"North Miami Beach, FL 33160",North Miami Beach,Vietnamese,$,4.4/5 Google,744 reviews
Barra Callao,25.932715,-80.153434,17034 W Dixie Hwy,"North Miami Beach, FL 33160",North Miami Beach,Peruvian,$$$$,5.0/5 Google,489
King Palace Chinese BBQ,25.928091,-80.193554,330 NE 167th St,"North Miami Beach, FL 33162",North Miami Beach,Chinese/BBQ,$$-$$$,4.4/5 Google,"1,031 reviews"
Korean Kitchen,25.926198,-80.16674,1661 NE 163rd St,"North Miami Beach, FL 33162",North Miami Beach,Korean,$$$$,4.3/5 Google,308
Panya Thai Restaurant,25.928131,-80.189689,520 NE 167th St,"North Miami Beach, FL 33162",North Miami Beach,Thai,$$-$$$,4.5/5 Google,894 reviews
Sichuan Fish,25.92518,-80.174826,1242 NE 163rd St,"North Miami Beach, FL 33162",North Miami Beach,Chinese,$$$$,4.0/5 Google,253
Sim Sim Cafe,25.926977,-80.140684,2995 NE 163rd St,"North Miami Beach, FL 33160",North Miami Beach,Uzbek,$$-$$$,N/A,N/A
Dumpling King,25.928918,-80.195778,237 NE 167th St,"North Miami Beach, FL 33162",North Miami Beach,Chinese,$$-$$$,4.3/5 Google,306
Sang's Chinese Food & Dim Sum,25.926386,-80.161231,1925 NE 163rd St,"North Miami Beach, FL 33162",North Miami Beach,Chinese/Dim Sum,$$-$$$,4.0/5 Google,277
Lique Miami Waterfront Restaurant,25.931008,-80.131377,3957 NE 163rd St,"North Miami Beach, FL 33160",North Miami Beach,Mediterranean/Sushi,$$-$$$,4.1/5 Google,"1,605 reviews"
YAKKOSAN,25.931395,-80.132235,3881 NE 163rd St,"North Miami Beach, FL 33160",North Miami Beach,Japanese/Asian Fusion,$$-$$$,4.2/5 Google,"1,001 reviews"
Merkado 31,25.925755,-80.17696,1127 NE 163rd St,"North Miami Beach, FL 33162",North Miami Beach,Peruvian,$$-$$$,4.7/5 Google,"4,022 reviews"
Pepitos Burgers & Shakes,25.947186,-80.14883,2590 NE 186th St,"North Miami Beach, FL",North Miami Beach,Venezuelan/Burgers,$,4.5/5 Google,383 reviews
Little Saigon (North Miami Beach),25.928601,-80.200427,16752 N Miami Ave,"North Miami Beach, FL",North Miami Beach,Vietnamese,$$-$$$,3.9/5 Google,561 reviews
Land n Sea Cajun Seafood,26.031846,-80.165681,N/A (inside iFresh Asian Market),"North Miami Beach, FL",North Miami Beach,Seafood/Chinese BBQ,$$,N/A,N/A
YOLO,26.119674,-80.139773,333 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,New American,$$$,4.5/5 Google,5033
Timpano Las Olas,26.118878,-80.138813,450 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Italian,$$$,4.4/5 Google,1464
Louie Bossi's Ristorante Bar Pizzeria,26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Italian,$$$,4.1/5 Google,1928
Rocco's Tacos & Tequila Bar (Fort Lauderdale),26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Mexican,$$,4.5/5 Google,9854
Sixty Vines - Las Olas,26.118964,-80.135257,800 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,American/Wine Bar,$$$,4.7/5 Google,907
Catch & Cut,26.119542,-80.129491,1309 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Steakhouse/Seafood,$$$$,4.7/5 Google,104
El Camino Fort Lauderdale,26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Mexican,$$,4.5/5 Google,6764
Tommy Bahama Marlin Bar & Store (Fort Lauderdale),26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,American,$$$,4.8/5 Google,1606
Chima Brazilian Steakhouse,26.119724,-80.113575,2400 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Brazilian Steakhouse,$$$$,4.7/5 Google,7184
Cuba Libre Restaurant & Rum Bar,26.119031,-80.135407,340 SE 8th Ave,"Fort Lauderdale, FL 33301",Fort Lauderdale,Cuban,$$$,4.1/5 Google,1191
The Floridian,26.119182,-80.128782,1410 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,American Diner,$$,3.8/5 Tripadvisor,679 reviews
Big City Tavern,26.119442,-80.136589,609 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Modern American/Seafood,$$$,4.1/5 Google,667
Preston's Wine and Martini Lounge,26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,American Bar,$$$,4.9/5 Google,87
Caffe Europa,26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Calabrian/Tuscan,$$$,4.3/5 Google,415
Bombay Darbar (Fort Lauderdale),26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Indian,$$,4.7/5 Google,876
Sushi Rock,26.123485,-80.141237,Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Japanese/Sushi,$$,4.2/5 Tripadvisor,289 reviews
Casa Sensei,26.118944,-80.131053,1200 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Pan-Asian Latin Fusion,$$$,4.6/5 Google,7377
Boathouse at the Riverside,26.118343,-80.141383,Las Olas area,"Fort Lauderdale, FL 33301",Fort Lauderdale,American/Seafood,$$$,4.3/5 Google,687
Luigi's Tuscan Grill,26.11953,-80.131919,1105 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Italian,$$$,4.5/5 Google,579
Luigi's Coal Oven Pizza,26.119585,-80.128809,1415 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Pizza/Italian,$$,4.3/5 Google,423
B Square Burgers & Booze,26.119494,-80.132381,1021 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,American/Burgers,$$,4.2/5 Tripadvisor,269 reviews
CRAFT Fort Lauderdale,26.118343,-80.141383,Las Olas area,"Fort Lauderdale, FL 33301",Fort Lauderdale,American/Pizza,$$,4.8/5 Google,96
American Social,26.119459,-80.13554,721 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,American/Sports Bar,$$$,4.2/5 Google,499
Lobster Bar Sea Grille,26.118878,-80.138813,450 E Las Olas Blvd Ste 190,"Fort Lauderdale, FL 33301",Fort Lauderdale,Seafood/Steak,$$$$,4.7/5 Google,3005
Ocean Prime,26.120889,-80.107569,171 Las Olas Cir,"Fort Lauderdale, FL 33316",Fort Lauderdale,Seafood/Steak,$$$$,4.3/5 Google,145
Casa Playa,26.128319,-80.106364,401 N Birch Rd,"Fort Lauderdale, FL 33304",Fort Lauderdale,Tapas/Small Plates,$$$,4.7/5 Google,176
